No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,青島賢司,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
2,L,神園時,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,12.0,2.0,65.0,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
3,,河西智洋,3,□,□,,□,,1,1,0,100.0,0.33,1,1,0,100.0,0,-,2,0,2,0,-25.0,7,3.0,3.0,64.3,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
4,,奥田基嗣,4,■,■,■,■,,16,9,0,56.2,2.25,0,0,0,-,2,0.50,14,0,5,4,-1.8,0,0.0,0.0,-,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
5,,吉田康祐,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
6,,阿部誠樹,4,■,■,■,■,,28,8,4,28.6,2.00,8,2,1,25.0,1,0.25,21,1,2,8,11.9,34,20.0,7.0,69.1,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
9,,小林洸,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,2,6.2,0,0.0,0.0,-,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
10,,三浦拓,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
11,,十良澤太一,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
14,,山口拓馬,4,■,■,■,■,,33,13,3,39.4,3.25,12,4,2,33.3,0,-,15,0,5,3,-3.3,0,0.0,0.0,-,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
16,L,桝谷周呈,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
17,,森元貴哉,4,■,■,■,■,,35,13,2,37.1,3.25,4,1,1,25.0,3,0.75,9,0,4,0,-11.1,20,10.0,7.0,67.5,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
20,,佐藤陸善,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,0,-,18,0,2,6,5.6,0,0.0,0.0,-,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
22,,柏田樹,4,■,■,■,■,,22,15,0,68.2,3.75,0,0,0,-,2,0.50,10,0,1,2,2.5,0,0.0,0.0,-,503,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,3,1,4,Win,95,88,96,10:00,11:45,542,酒出修,大塚健之,笹木宣拓,佐藤真理,Away
0,,越川優,4,■,■,■,■,,18,8,0,44.4,2.00,1,0,0,0.0,2,0.50,11,0,2,2,0.0,22,10.0,5.0,56.8,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
3,,田城貴之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
5,,家近滉一,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
6,,本澤凌斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
7,,関根俊哉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
9,,加藤伊織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
10,L,白石啓丈,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,9.0,1.0,73.1,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
11,L,藤村昇太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
13,,佐々木博秋,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
14,,張育陞,4,■,■,■,■,,37,16,2,43.2,4.00,17,8,1,47.1,3,0.75,20,3,4,9,21.2,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
17,,辰巳遼,4,■,■,■,■,,3,2,0,66.7,0.50,0,0,0,-,1,0.25,21,0,1,0,-1.2,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
18,,後藤万澄,4,■,■,■,■,,8,2,0,25.0,0.50,0,0,0,-,0,-,14,0,2,1,-1.8,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
20,,戸田拓也,4,■,■,■,■,,11,4,1,36.4,1.00,1,0,0,0.0,2,0.50,11,0,5,2,-6.8,23,12.0,5.0,63.0,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
23,,田城広光,4,■,■,■,■,,14,10,1,71.4,2.50,0,0,0,-,3,0.75,15,0,2,5,5.0,1,1.0,0.0,100.0,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,1,4,Win,93,81,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Home
1,,落合一輝,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,7,0,3,0,-10.7,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
2,,中村有登,4,■,■,■,■,,19,7,1,36.8,1.75,5,2,1,40.0,1,0.25,9,0,3,2,-2.8,4,0.0,1.0,12.5,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
3,,野垣昂大,4,■,■,■,■,,2,1,0,50.0,0.25,0,0,0,-,1,0.25,10,1,0,2,15.0,1,0.0,0.0,0.0,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
4,,石川和樹,3,,□,□,■,,7,4,2,57.1,1.33,2,0,2,0.0,0,-,7,0,1,0,-3.6,2,1.0,1.0,75.0,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
6,,米村尊,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,3.0,0.0,100.0,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
8,,長谷川博紀,4,■,■,■,■,,21,8,4,38.1,2.00,1,0,0,0.0,1,0.25,8,0,1,2,3.1,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
10,L,外崎航平,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
11,,前川将太,2,,■,□,,,11,6,0,54.5,3.00,3,2,0,66.7,0,-,3,0,2,1,-8.3,4,1.0,2.0,50.0,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
12,L,大浦坂健太,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,8.0,3.0,59.4,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
15,,茶屋道康輔,4,■,■,■,■,,6,5,0,83.3,1.25,0,0,0,-,1,0.25,14,0,2,3,1.8,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
16,,安田瑛亮,4,■,■,■,■,,28,11,6,39.3,2.75,1,1,0,100.0,1,0.25,18,4,8,4,16.7,44,30.0,5.0,73.9,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
21,,上出哲也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
23,,北田陽季,3,■,□,■,,,13,2,2,15.4,0.67,4,0,2,0.0,0,-,5,1,1,2,25.0,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
39,,諏訪晃大,1,,,,□,,6,4,0,66.7,4.00,3,2,0,66.7,0,-,1,0,0,0,0.0,0,0.0,0.0,-,504,2020-10-24,2020,10,24,北海道,旭川市リアルター夢りんご体育館,ヴィアティン三重,ヴォレアス北海道,亀田吉彦,,1,3,4,Lose,81,93,95,13:30,15:21,453,酒出修,佐藤美里,川島秀夫,大友大輔,Away
1,,酒井駿,3,■,■,■,,,21,14,1,66.7,4.67,4,2,1,50.0,1,0.33,10,0,0,3,7.5,24,12.0,6.0,62.5,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
2,,鰐川怜児,3,■,■,■,,,11,4,1,36.4,1.33,0,0,0,-,3,1.00,9,0,5,1,-11.1,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
3,L,三角尚久,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
4,,渡部テヴィン勇人,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
5,,浅田潮,3,■,■,■,,,26,6,3,23.1,2.00,0,0,0,-,1,0.33,8,0,1,0,-3.1,6,1.0,2.0,33.3,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
6,,松下祐太,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,7.0,2.0,72.7,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
7,,石坂ハスナヌ,3,■,■,■,,,9,7,0,77.8,2.33,0,0,0,-,5,1.67,13,1,0,6,19.2,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
8,,笹岡凪斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
9,,高瀬太一,3,■,■,■,,,23,9,4,39.1,3.00,6,2,2,33.3,2,0.67,9,0,0,3,8.3,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
10,,柳生大成,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
12,L,山田広大,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,9.0,1.0,73.1,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
14,,高井大輝,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,20,0,1,4,3.8,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
15,,曾根裕也,3,□,□,□,,,3,2,0,66.7,0.67,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,長野GaRons,サフィルヴァ北海道,篠崎寛,,3,0,3,Win,75,60,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Home
1,,青島賢司,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
2,L,神園時,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,15.0,4.0,77.3,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
3,,河西智洋,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,4,0.0,0.0,0.0,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
4,,奥田基嗣,3,■,■,■,,,15,9,1,60.0,3.00,0,0,0,-,2,0.67,7,1,1,0,10.7,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
5,,吉田康祐,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
6,,阿部誠樹,3,■,■,■,,,24,9,2,37.5,3.00,3,1,0,33.3,0,-,13,0,1,3,3.8,19,11.0,5.0,71.1,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
10,,三浦拓,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
11,,十良澤太一,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
14,,山口拓馬,3,■,■,■,,,20,6,3,30.0,2.00,9,2,2,22.2,0,-,9,0,2,2,0.0,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
15,,河西孔明,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
16,L,桝谷周呈,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
17,,森元貴哉,3,■,■,■,,,30,7,2,23.3,2.33,5,2,0,40.0,2,0.67,8,0,2,2,0.0,21,7.0,6.0,47.6,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
20,,佐藤陸善,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,13,0,1,3,3.8,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
22,,柏田樹,3,■,■,■,,,12,4,1,33.3,1.33,0,0,0,-,3,1.00,9,0,0,3,8.3,0,0.0,0.0,-,505,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,サフィルヴァ北海道,長野GaRons,上杉徹,,0,3,3,Lose,60,75,73,10:00,11:19,326,酒出修,大塚健之,笹木宣拓,大友大輔,Away
0,,越川優,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,506,2020-10-25,2020,10,25,北海道,旭川市リアルター夢りんご体育館,ヴォレアス北海道,ヴィアティン三重,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,54,69,13:30,14:52,631,酒出修,佐藤美里,川島秀夫,佐藤真理,Home
